subject_id,x,group,continuous,binary,count
149,0.6102737323400147,control,4.807563263683862,0,1
150,0.1494783037867337,treated,3.8145503053138103,0,1
151,-1.2595643217543535,control,3.4042637317387694,0,0
152,-0.2721234651469361,treated,1.5916928119834133,1,5
153,-0.11768204930619819,control,1.0977319204937086,1,1
154,-1.9159987741888478,control,1.5905685876983344,1,0
155,-0.5203589191662803,control,0.28198389068789775,1,0
156,-1.5229898449421508,treated,1.5701387068004187,0,0
157,-1.7837986700248583,treated,0.13130668394644807,0,1
158,-0.1594454887436744,control,1.378251536176866,1,0
159,-0.7395951926823756,treated,1.903811128778011,0,0
160,-0.03844663878593115,treated,2.2182012456853792,1,3
161,0.15180103225145458,treated,1.5382438752841716,1,3
162,0.3576503433017086,treated,2.523237839709836,0,2
163,-0.5518500072855441,control,2.728339217153877,0,1
164,-0.38585139340315083,control,1.995609910723097,1,0
165,0.5693084144395055,control,3.101223909143269,1,2
166,0.27941291765885584,treated,1.5381993214301422,0,1
167,-0.023265720697256655,treated,3.282557333637227,0,5
168,2.2967633799002134,control,2.726876591486612,1,1
169,1.0776856404655173,control,2.039690205592015,1,2
170,-0.9670548493462421,control,1.578193540077407,0,2
171,0.7139661299478598,control,2.8950009632801224,0,1
172,0.4826562496063179,control,0.5645623612197377,1,4
173,0.9308522314500829,control,3.5653944085479576,0,0
174,-0.7104238507264521,control,2.1329454831593266,0,0
175,0.15446981586072586,treated,1.4698816470936815,0,3
176,-0.39762108987745104,treated,1.2500651932522668,0,1
177,-2.380859019777438,treated,1.4049477802107266,0,0
178,0.7513652063116173,control,4.029788571513846,0,0
179,-0.29207508340494853,control,2.20615671947311,1,0
180,-0.4906343765107384,control,0.336255491830185,0,1
181,0.23160976737636613,treated,0.9708161265487494,0,6
182,-1.4157466495140354,treated,0.7022050902963841,1,0
183,0.1406180864500743,treated,2.5208089791569663,1,1
184,-0.7623211379312248,control,2.150955472995916,0,1
185,-0.8796990797430493,control,2.36931907703816,1,1
186,1.8955751680279032,control,3.269706794173296,0,3
187,-0.10702269743037157,treated,3.2558728362079856,1,3
188,1.2904157235901443,treated,2.4314841385028445,1,4
189,0.051074191041153766,control,0.5927534917288735,1,0
190,-0.1997731391284831,treated,3.4374892452008012,0,4
191,-0.9497475401244173,treated,1.4017611929289102,1,0
192,-1.5610306421559603,treated,2.9904113363596316,0,0
193,-0.06054410939514242,control,3.8765258871677233,0,1
194,-1.0891014339349745,treated,1.0492045925089561,1,2
195,1.7393391326433627,treated,4.978031464972643,1,5
196,-0.7172848187816516,control,2.2469365965565657,1,0
197,1.763387320592938,treated,1.8933676347015118,1,7
198,0.7263018313584018,control,1.6236407046157437,0,4
199,0.7265641224923903,treated,4.508658778926858,0,2
200,1.3376287564280196,treated,4.2456290626015925,1,1
201,-0.6060553694514561,control,2.8057270952789715,0,0
202,0.9514780706875654,treated,2.676170753731788,1,1
203,-1.6077343303151377,treated,0.44769981006692716,0,2
204,0.7827062461937815,control,0.6487096330040045,1,2
205,-1.479084456868568,control,0.2599893200492349,1,2
206,-0.5663390826709203,treated,1.016137361800374,0,1
207,1.723168234181925,treated,5.17208091574178,1,2
208,-1.2837132332626797,control,0.8880948358401408,0,0
209,-0.5856587585412709,control,1.7223028871079544,1,0
210,1.0863443335016636,treated,4.659598498378983,0,2
211,-1.047052139036374,control,-0.43701678305388514,0,0
212,0.18463946488327868,control,1.9862283442015547,0,1
213,1.263911982734686,treated,3.874529013423591,0,1
214,-0.23953724616523211,treated,1.9293457526222713,1,1
215,-2.015290041406946,treated,1.8004087087213105,0,0
216,1.654692508235451,treated,1.6355435797884934,0,6
217,-1.04672984775945,treated,2.5906247897525567,0,0
218,0.47996930089370016,treated,2.5630288651976736,1,3
219,1.2439897598821588,treated,5.392137153729324,1,3
220,0.4033118771049535,treated,2.760773340518183,0,3
221,-1.9436443175100937,treated,0.45208885329046283,0,1
222,1.0407431066201298,control,2.8499064576040825,1,1
223,-0.37978822452758415,treated,2.2894955633466196,1,1
224,0.16456115245053327,treated,1.140743010238387,1,3
225,0.22974623992875914,control,1.3432578733899763,1,1
226,2.019725512561121,control,2.858942748938383,1,2
227,-1.5145498365431618,control,0.33285365041142,0,2
228,-0.3136469469246794,control,1.468499744008914,0,0
229,0.20960258398512152,treated,2.0895811000950175,1,1
230,1.0605247334930783,treated,4.01813745607844,0,2
231,0.09616688546647449,control,1.5090310239107199,0,1
232,0.8679384104206205,treated,6.108784131355858,1,1
233,-1.5924579335312994,control,-0.7630470041967337,1,0
234,-1.8629869102661196,control,-0.30669155557160777,0,1
235,0.3850257771047855,treated,4.218855210554394,1,2
236,0.3169894359032795,treated,2.6112624089438916,1,2
237,0.7594213470150192,treated,2.9254232522026165,1,2
238,-0.1999332137003159,treated,2.435693144034696,1,2
239,0.44910841270262425,control,2.8240534655711595,0,3
240,-0.44817834326014194,control,1.3508276563549868,0,2
241,0.7852517392338657,control,2.0702841869227306,1,1
242,-0.6727411747380703,control,-1.1757956602476605,0,1
243,0.6643298322655983,treated,2.217636617482931,0,2
244,0.25743043583954645,control,2.1218025877978977,1,1
245,0.6471915412230878,control,2.483601865844962,1,1
246,-0.6566845386136189,treated,2.505573585617705,1,1
247,-0.9321005619318721,treated,2.3660625950409693,0,3
248,-1.2892099923017644,treated,0.5177930205600737,0,3
249,0.2696904519184836,treated,4.816010826981215,0,5
250,-1.1082430408416653,control,-0.8085640265742038,0,1
251,0.3874475705560718,control,2.02825804724401,1,2
252,-1.751668507625638,treated,0.37049326554223705,1,2
253,0.7541663973736904,control,2.138168302567545,0,1
254,0.2187225547663878,control,1.9110139575324059,0,3
255,-1.8379392501496976,treated,0.32095119684365936,0,1
256,0.5204064528692961,control,2.4017476200301973,0,1
257,-1.1848803264527972,control,1.1448203554899705,1,0
258,0.5512533581586455,treated,3.714803053749971,1,3
259,-1.2006052715457132,control,-1.079847343532585,0,2
260,0.4241290958444823,control,1.391755064115098,1,1
261,0.008616072564379981,control,1.2509267562122641,1,0
262,1.1118879378663746,control,3.3722492451641486,1,1
263,-0.9318298078487804,control,1.6975175211369287,0,0
264,-0.0923079762557198,treated,1.5326015278923775,0,0
265,-0.020933796673575665,control,1.8725400280396285,0,1
266,-0.011150661031283503,control,2.2462421994309785,0,2
267,1.0303398383664824,control,1.772339246952455,0,1
268,0.43019982410223273,control,2.384156622965185,0,2
269,-0.08833044633584368,treated,0.37556795228385287,1,1
270,1.137736153032726,control,3.2005717310596027,1,1
271,0.45282521080992777,treated,2.5073654949583806,0,0
272,0.14726509889845196,treated,2.5814999123395808,0,1
273,-1.5219615055114368,control,0.033852177448341014,0,0
274,1.0716226525685983,control,2.924605031081451,0,2
275,1.033376587795701,control,2.5245030238656545,1,0
276,-1.153800087625199,treated,1.5820880318024753,0,0
277,1.2919265500723367,treated,2.995333325858209,1,3
278,-1.5919585475882247,treated,1.5441253043111032,0,1
279,-0.5946898173359557,control,-0.030548092122994364,0,0
280,0.004261466549453437,control,2.2324694421211113,0,2
281,-0.3349088356267642,control,2.109666201826078,1,2
282,0.22711644744885875,control,3.115452945150468,1,1
283,0.824609905785253,treated,1.7468061229783038,1,2
284,-1.642364192696209,control,0.31735143566644597,0,1
285,0.8810080253522261,control,3.057381068077363,1,3
286,-0.8084803877568957,control,1.7778568243658832,0,1
287,2.263108224522708,treated,3.756603023034679,1,2
288,-0.06026025659858744,treated,2.4751624746012904,1,1
289,0.13781261993432356,treated,1.316215777012404,0,1
290,-0.07033109517393703,treated,0.9313957746009143,0,4
291,-2.0727017512799115,control,0.3348793690469649,0,0
292,0.7705922544787164,control,3.8585643307696165,1,0
293,-0.09666771306727032,treated,3.003768097989234,0,1
294,-1.2487271409000087,treated,1.1503850195766685,0,1
295,-0.3284732255469995,treated,2.210688283577832,0,2
296,-0.3141212740109472,control,2.465332938958107,1,2
297,1.2052608556582636,treated,5.004570680124525,1,2
298,0.8867958001897849,control,2.837072917841647,1,5
299,1.513151593228299,treated,4.542000361099878,0,1
300,2.692476546175132,control,4.424064558332334,1,2
